country,country_code,date,value
United Kingdom,GBR,2004,59987905
United Kingdom,GBR,2003,59647577
Japan,JPN,2023,124516650
Japan,JPN,2022,125124989
Japan,JPN,2021,125681593
Japan,JPN,2020,126261000
Japan,JPN,2019,126633000
Japan,JPN,2018,126811000
Japan,JPN,2017,126972000
Japan,JPN,2016,127076000
Japan,JPN,2015,127141000
Japan,JPN,2014,127276000
Japan,JPN,2013,127445000
Japan,JPN,2012,127629000
Japan,JPN,2011,127833000
Japan,JPN,2010,128070000
Japan,JPN,2009,128047000
Japan,JPN,2008,128063000
Japan,JPN,2007,128001000
Japan,JPN,2006,127854000
Japan,JPN,2005,127773000
Japan,JPN,2004,127761000
Japan,JPN,2003,127718000
"Korea, Rep.",KOR,2023,51712619
"Korea, Rep.",KOR,2022,51672569
"Korea, Rep.",KOR,2021,51769539
"Korea, Rep.",KOR,2020,51836239
"Korea, Rep.",KOR,2019,51764822
"Korea, Rep.",KOR,2018,51585058
"Korea, Rep.",KOR,2017,51361911
"Korea, Rep.",KOR,2016,51217803
"Korea, Rep.",KOR,2015,51014947
"Korea, Rep.",KOR,2014,50746659
"Korea, Rep.",KOR,2013,50428893
"Korea, Rep.",KOR,2012,50199853
"Korea, Rep.",KOR,2011,49936638
"Korea, Rep.",KOR,2010,49554112
"Korea, Rep.",KOR,2009,49307835
"Korea, Rep.",KOR,2008,49054708
"Korea, Rep.",KOR,2007,48683638
"Korea, Rep.",KOR,2006,48438292
"Korea, Rep.",KOR,2005,48184561
"Korea, Rep.",KOR,2004,48082519
"Korea, Rep.",KOR,2003,47892330
China,CHN,2023,1410710000
China,CHN,2022,1412175000
China,CHN,2021,1412360000
China,CHN,2020,1411100000
China,CHN,2019,1407745000
China,CHN,2018,1402760000
China,CHN,2017,1396215000
China,CHN,2016,1387790000
China,CHN,2015,1379860000
China,CHN,2014,1371860000
China,CHN,2013,1363240000
China,CHN,2012,1354190000
China,CHN,2011,1345035000
China,CHN,2010,1337705000
China,CHN,2009,1331260000
China,CHN,2008,1324655000
China,CHN,2007,1317885000
China,CHN,2006,1311020000
China,CHN,2005,1303720000
China,CHN,2004,1296075000
China,CHN,2003,1288400000
India,IND,2023,1438069596
India,IND,2022,1425423212
India,IND,2021,1414203896
India,IND,2020,1402617695
India,IND,2019,1389030312
India,IND,2018,1374659064
India,IND,2017,1359657400
India,IND,2016,1343944296
India,IND,2015,1328024498
India,IND,2014,1312277191
India,IND,2013,1295829511
India,IND,2012,1278674502
India,IND,2011,1261224954
India,IND,2010,1243481564
India,IND,2009,1225524753
India,IND,2008,1207930964
India,IND,2007,1190676021
India,IND,2006,1172878890
India,IND,2005,1154676322
India,IND,2004,1135991513
India,IND,2003,1116803006
Singapore,SGP,2023,5917648
Singapore,SGP,2022,5637022
Singapore,SGP,2021,5453566
Singapore,SGP,2020,5685807
Singapore,SGP,2019,5703569
Singapore,SGP,2018,5638676
Singapore,SGP,2017,5612253
Singapore,SGP,2016,5607283
Singapore,SGP,2015,5535002
Singapore,SGP,2014,5469724
Singapore,SGP,2013,5399162
Singapore,SGP,2012,5312437
Singapore,SGP,2011,5183688
Singapore,SGP,2010,5076732
Singapore,SGP,2009,4987573
Singapore,SGP,2008,4839396
Singapore,SGP,2007,4588599
Singapore,SGP,2006,4401365
Singapore,SGP,2005,4265762
Singapore,SGP,2004,4166664
Singapore,SGP,2003,4114826
Viet Nam,VNM,2023,100352192
Viet Nam,VNM,2022,99680655
Viet Nam,VNM,2021,98935098
Viet Nam,VNM,2020,98079191
Viet Nam,VNM,2019,97173776
Viet Nam,VNM,2018,96237319
Viet Nam,VNM,2017,95176977
Viet Nam,VNM,2016,94000117
Viet Nam,VNM,2015,92823254
Viet Nam,VNM,2014,91679578
Viet Nam,VNM,2013,90573104
Viet Nam,VNM,2012,89510356
Viet Nam,VNM,2011,88468314
Viet Nam,VNM,2010,87455152
Viet Nam,VNM,2009,86460018
Viet Nam,VNM,2008,85175788
Viet Nam,VNM,2007,83633375
Viet Nam,VNM,2006,82167897
Viet Nam,VNM,2005,81088313
Viet Nam,VNM,2004,80338971
Viet Nam,VNM,2003,79563777
