country,country_code,date,value
Japan,JPN,2014,3.41529989242554
Japan,JPN,2013,3.40875005722046
Japan,JPN,2012,3.41945004463196
Japan,JPN,2011,3.60527992248535
Japan,JPN,2010,3.59951996803284
Japan,JPN,2009,3.5559778213501
Japan,JPN,2008,3.27241992950439
Japan,JPN,2007,3.27934002876282
Japan,JPN,2006,3.27667999267578
Japan,JPN,2005,3.31493997573853
Japan,JPN,2004,3.42611002922058
Japan,JPN,2003,3.46662998199463
"Korea, Rep.",KOR,2023,
"Korea, Rep.",KOR,2022,
"Korea, Rep.",KOR,2021,4.86627006530762
"Korea, Rep.",KOR,2020,4.8017201423645
"Korea, Rep.",KOR,2019,4.68465995788574
"Korea, Rep.",KOR,2018,4.45807981491089
"Korea, Rep.",KOR,2017,4.32823991775513
"Korea, Rep.",KOR,2016,4.33309984207153
"Korea, Rep.",KOR,2015,4.45423984527588
"Korea, Rep.",KOR,2014,
"Korea, Rep.",KOR,2013,
"Korea, Rep.",KOR,2012,
"Korea, Rep.",KOR,2011,
"Korea, Rep.",KOR,2010,3.52756690979004
"Korea, Rep.",KOR,2009,3.91358160972595
"Korea, Rep.",KOR,2008,
"Korea, Rep.",KOR,2007,
"Korea, Rep.",KOR,2006,
"Korea, Rep.",KOR,2005,
"Korea, Rep.",KOR,2004,
"Korea, Rep.",KOR,2003,
China,CHN,2023,
China,CHN,2022,4.02356958389282
China,CHN,2021,3.98832511901855
China,CHN,2020,4.2333812713623
China,CHN,2019,4.05939483642578
China,CHN,2018,4.02442407608032
China,CHN,2017,4.11133146286011
China,CHN,2016,4.20638513565063
China,CHN,2015,4.24201250076294
China,CHN,2014,4.10536003112793
China,CHN,2013,4.1298041343689
China,CHN,2012,4.29788875579834
China,CHN,2011,3.80921697616577
China,CHN,2010,3.55966520309448
China,CHN,2009,3.75152206420898
China,CHN,2008,3.63178825378418
China,CHN,2007,2.70073485374451
China,CHN,2006,2.44128441810608
China,CHN,2005,2.39190554618835
China,CHN,2004,
China,CHN,2003,
India,IND,2023,
India,IND,2022,4.12072849273682
India,IND,2021,4.63514137268066
India,IND,2020,4.04014158248901
India,IND,2019,3.89732360839844
India,IND,2018,4.3769326210022
India,IND,2017,4.30639696121216
India,IND,2016,4.256516456604
India,IND,2015,4.11499166488647
India,IND,2014,3.89878034591675
India,IND,2013,3.84467005729675
India,IND,2012,4.08479833602905
India,IND,2011,3.79618000984192
India,IND,2010,3.377690076828
India,IND,2009,3.27824997901917
India,IND,2008,
India,IND,2007,
India,IND,2006,3.14284992218018
India,IND,2005,3.18875002861023
India,IND,2004,3.35254001617432
India,IND,2003,3.61340999603271
Singapore,SGP,2023,2.18787837028503
Singapore,SGP,2022,2.48891997337341
Singapore,SGP,2021,2.82470989227295
Singapore,SGP,2020,2.6869900226593
Singapore,SGP,2019,2.72951006889343
Singapore,SGP,2018,2.85660004615784
Singapore,SGP,2017,2.75684809684753
Singapore,SGP,2016,2.87133049964905
Singapore,SGP,2015,2.86309337615967
Singapore,SGP,2014,2.92436671257019
Singapore,SGP,2013,2.85435009002686
Singapore,SGP,2012,3.07085990905762
Singapore,SGP,2011,3.03077006340027
Singapore,SGP,2010,3.08044004440308
Singapore,SGP,2009,3.01012992858887
Singapore,SGP,2008,2.76460003852844
Singapore,SGP,2007,2.9467499256134
Singapore,SGP,2006,2.85911989212036
Singapore,SGP,2005,3.19596004486084
Singapore,SGP,2004,3.65276002883911
Singapore,SGP,2003,3.98194003105164
Viet Nam,VNM,2023,
Viet Nam,VNM,2022,2.88738679885864
Viet Nam,VNM,2021,2.94517493247986
Viet Nam,VNM,2020,3.21652889251709
Viet Nam,VNM,2019,3.08499836921692
Viet Nam,VNM,2018,3.14502310752869
Viet Nam,VNM,2017,3.41865682601929
Viet Nam,VNM,2016,3.469074010849
Viet Nam,VNM,2015,3.41660451889038
Viet Nam,VNM,2014,3.54012322425842
Viet Nam,VNM,2013,4.52833986282349
Viet Nam,VNM,2012,4.40817022323608
Viet Nam,VNM,2011,3.7802300453186
Viet Nam,VNM,2010,4.04593992233276
Viet Nam,VNM,2009,4.81650018692017
Viet Nam,VNM,2008,4.88674020767212
Viet Nam,VNM,2007,
Viet Nam,VNM,2006,
Viet Nam,VNM,2005,
Viet Nam,VNM,2004,
Viet Nam,VNM,2003,
