country,country_code,date,value
Greece,GRC,2017,18631.9930129293
Greece,GRC,2016,17919.2426377048
Greece,GRC,2015,17980.7298238137
Greece,GRC,2014,21474.7257123892
Greece,GRC,2013,21573.3449762805
Greece,GRC,2012,21624.346052551
Greece,GRC,2011,25504.7866510124
Greece,GRC,2010,26653.0488008626
Greece,GRC,2009,29425.4573200263
Greece,GRC,2008,31695.8331092209
Greece,GRC,2007,28440.7625328955
Greece,GRC,2006,24416.0232970275
Greece,GRC,2005,22054.1315756886
Greece,GRC,2004,21449.2552764245
Greece,GRC,2003,18020.612039764
Portugal,PRT,2023,27331.2094945255
Portugal,PRT,2022,24620.519556875
Portugal,PRT,2021,24711.4510062111
Portugal,PRT,2020,22299.4044062173
Portugal,PRT,2019,23343.3628970034
Portugal,PRT,2018,23541.1401075289
Portugal,PRT,2017,21442.3842768879
Portugal,PRT,2016,19980.2808866516
Portugal,PRT,2015,19215.7813014347
Portugal,PRT,2014,22120.6850127107
Portugal,PRT,2013,21676.4859642714
Portugal,PRT,2012,20593.4274224109
Portugal,PRT,2011,23246.5425416481
Portugal,PRT,2010,22551.935098809
Portugal,PRT,2009,23151.2154130712
Portugal,PRT,2008,24949.0413566739
Portugal,PRT,2007,22811.0564844365
Portugal,PRT,2006,19839.4540499032
Portugal,PRT,2005,18780.12751241
Portugal,PRT,2004,18064.1580932987
Portugal,PRT,2003,15797.7821340276
Norway,NOR,2023,87925.0944188399
Norway,NOR,2022,108798.451165901
Norway,NOR,2021,93072.8925119571
Norway,NOR,2020,68340.0181033702
Norway,NOR,2019,76430.5889473338
Norway,NOR,2018,82792.8427113304
Norway,NOR,2017,76131.8384032764
Norway,NOR,2016,70867.3609970749
Norway,NOR,2015,74809.9658049898
Norway,NOR,2014,97666.6951838749
Norway,NOR,2013,103553.840134417
Norway,NOR,2012,102175.919298374
Norway,NOR,2011,101221.813476644
Norway,NOR,2010,88163.2085931423
Norway,NOR,2009,80347.5700665184
Norway,NOR,2008,97503.5407803783
Norway,NOR,2007,85502.2677087731
Norway,NOR,2006,74434.4996835671
Norway,NOR,2005,67047.1704558264
Norway,NOR,2004,57768.6980958462
Norway,NOR,2003,50250.3298214345
United Kingdom,GBR,2023,49463.8554617343
United Kingdom,GBR,2022,45935.9276473925
United Kingdom,GBR,2021,46896.8662432834
United Kingdom,GBR,2020,40201.6812422928
United Kingdom,GBR,2019,42662.5353740311
United Kingdom,GBR,2018,43203.8141057739
United Kingdom,GBR,2017,40572.1214823783
United Kingdom,GBR,2016,40985.2351382417
United Kingdom,GBR,2015,44964.3911437292
United Kingdom,GBR,2014,47439.6165895125
United Kingdom,GBR,2013,43426.2981405143
United Kingdom,GBR,2012,42497.3404974322
United Kingdom,GBR,2011,42109.6418795749
United Kingdom,GBR,2010,39598.957119545
United Kingdom,GBR,2009,38744.131693043
United Kingdom,GBR,2008,47396.1202078484
United Kingdom,GBR,2007,50397.6854954706
United Kingdom,GBR,2006,44512.4590296865
United Kingdom,GBR,2005,42104.7884375024
United Kingdom,GBR,2004,40366.8886650968
United Kingdom,GBR,2003,34442.6875402308
Japan,JPN,2023,33766.5268253808
Japan,JPN,2022,34017.2718075024
Japan,JPN,2021,40058.5373276179
Japan,JPN,2020,40040.7655055923
Japan,JPN,2019,40415.9567649547
Japan,JPN,2018,39751.1330982711
Japan,JPN,2017,38834.0529341227
Japan,JPN,2016,39375.4731620781
Japan,JPN,2015,34960.6393843385
Japan,JPN,2014,38475.3952461838
Japan,JPN,2013,40898.6478964744
Japan,JPN,2012,49145.2804308193
Japan,JPN,2011,48760.0789494211
Japan,JPN,2010,44968.1562349739
Japan,JPN,2009,41308.9968370512
Japan,JPN,2008,39876.3039685725
Japan,JPN,2007,35779.0245416427
Japan,JPN,2006,35991.546002862
Japan,JPN,2005,37812.8950199948
Japan,JPN,2004,38298.9801712303
Japan,JPN,2003,35387.0374203599
"Korea, Rep.",KOR,2023,33121.3712885508
"Korea, Rep.",KOR,2022,32394.6833725203
"Korea, Rep.",KOR,2021,35125.5224984723
"Korea, Rep.",KOR,2020,31721.2989141857
"Korea, Rep.",KOR,2019,31902.4169048194
"Korea, Rep.",KOR,2018,33447.1562836166
"Korea, Rep.",KOR,2017,31600.7358741365
"Korea, Rep.",KOR,2016,29280.4403170048
"Korea, Rep.",KOR,2015,28737.4391706499
"Korea, Rep.",KOR,2014,29252.9312377352
"Korea, Rep.",KOR,2013,27179.5170146052
"Korea, Rep.",KOR,2012,25459.1689000965
"Korea, Rep.",KOR,2011,25097.595426845
"Korea, Rep.",KOR,2010,23079.2601257735
"Korea, Rep.",KOR,2009,19143.8516053025
"Korea, Rep.",KOR,2008,21350.427979823
"Korea, Rep.",KOR,2007,24086.4104391677
"Korea, Rep.",KOR,2006,21743.4774514254
"Korea, Rep.",KOR,2005,19402.5026259549
"Korea, Rep.",KOR,2004,16496.1316167114
"Korea, Rep.",KOR,2003,14672.8057539465
China,CHN,2023,12614.0617416421
China,CHN,2022,12662.5826712038
China,CHN,2021,12617.5051041181
China,CHN,2020,10408.7195541075
China,CHN,2019,10143.8602206165
China,CHN,2018,9905.40638304527
China,CHN,2017,8817.04560829162
China,CHN,2016,8094.39016735149
China,CHN,2015,8016.44559489998
China,CHN,2014,7636.07434020616
China,CHN,2013,7020.3860742288
China,CHN,2012,6300.58217951734
China,CHN,2011,5614.38602225277
China,CHN,2010,4550.47394356715
China,CHN,2009,3832.2274569094
China,CHN,2008,3468.32706307504
China,CHN,2007,2693.95873160283
China,CHN,2006,2099.2194300499
China,CHN,2005,1753.41419160544
China,CHN,2004,1508.66791560781
China,CHN,2003,1288.63749134336
India,IND,2023,2480.79208721621
India,IND,2022,2352.61392452078
India,IND,2021,2239.61384367482
India,IND,2020,1907.04251637669
India,IND,2019,2041.42863698585
India,IND,2018,1966.25455171679
India,IND,2017,1950.10468280866
India,IND,2016,1707.50892912243
India,IND,2015,1583.99815907985
India,IND,2014,1553.88396075118
India,IND,2013,1432.84397512195
India,IND,2012,1429.32199520032
India,IND,2011,1445.46127486037
India,IND,2010,1347.51939071367
India,IND,2009,1094.94974598436
India,IND,2008,992.519584923828
India,IND,2007,1021.88707706826
India,IND,2006,801.668353659022
India,IND,2005,710.488080408949
India,IND,2004,624.258826510066
India,IND,2003,544.143133545002
Singapore,SGP,2023,84734.2559206054
Singapore,SGP,2022,88428.7024226232
Singapore,SGP,2021,79601.4129622433
Singapore,SGP,2020,61466.803676358
Singapore,SGP,2019,66081.7199235165
Singapore,SGP,2018,66840.6373389791
Singapore,SGP,2017,61162.0973932771
Singapore,SGP,2016,56899.9181805173
Singapore,SGP,2015,55645.6068614606
Singapore,SGP,2014,57564.8023114977
Singapore,SGP,2013,56967.4257940383
Singapore,SGP,2012,55547.5553077786
Singapore,SGP,2011,53891.4570264372
Singapore,SGP,2010,47236.683084953
Singapore,SGP,2009,38926.8054365453
Singapore,SGP,2008,40008.5720489092
Singapore,SGP,2007,39432.8860198877
Singapore,SGP,2006,33768.4528234651
Singapore,SGP,2005,29961.3172812732
Singapore,SGP,2004,27608.080013423
Singapore,SGP,2003,23730.3840054566
Viet Nam,VNM,2023,4282.08851724506
Viet Nam,VNM,2022,4116.38576094153
Viet Nam,VNM,2021,3704.1935590038
Viet Nam,VNM,2020,3534.03953482647
Viet Nam,VNM,2019,3440.90025375434
Viet Nam,VNM,2018,3222.31003125366
Viet Nam,VNM,2017,2956.10992127753
Viet Nam,VNM,2016,2735.0604380416
Viet Nam,VNM,2015,2577.56885340113
Viet Nam,VNM,2014,2546.38464459903
Viet Nam,VNM,2013,2359.51736472828
Viet Nam,VNM,2012,2185.11767654291
Viet Nam,VNM,2011,1950.92504174913
Viet Nam,VNM,2010,1683.16182443979
Viet Nam,VNM,2009,1226.16976051536
Viet Nam,VNM,2008,1163.83195772873
Viet Nam,VNM,2007,925.640338348717
Viet Nam,VNM,2006,807.756645117054
Viet Nam,VNM,2005,710.746759994861
Viet Nam,VNM,2004,565.452284586212
Viet Nam,VNM,2003,497.117089249256
